t   p   q   AA   aa   Aa
63        0.3371        0.6629        595        2224        2181
64        0.3337        0.6663        535        2198        2267
65        0.3479        0.6521        605        2126        2269
66        0.3534        0.6466        598        2064        2338
67        0.3462        0.6538        642        2180        2178
68        0.3357        0.6643        574        2217        2209
69        0.3377        0.6623        592        2215        2193
70        0.3277        0.6723        513        2236        2251
71        0.3277        0.6723        546        2269        2185
72        0.3116        0.6884        455        2339        2206
73        0.3104        0.6896        496        2392        2112
74        0.3029        0.6971        473        2444        2083
75        0.3157        0.6843        512        2355        2133
76        0.3127        0.6873        497        2370        2133
77        0.314        0.686        509        2369        2122
78        0.3187        0.6813        498        2311        2191
79        0.3135        0.6865        483        2348        2169
80        0.3264        0.6736        533        2269        2198
81        0.3155        0.6845        502        2347        2151
82        0.3101        0.6899        484        2383        2133
83        0.3068        0.6932        463        2395        2142
84        0.3065        0.6935        474        2409        2117
85        0.3174        0.6826        503        2329        2168
86        0.2978        0.7022        465        2487        2048
87        0.2825        0.7175        406        2581        2013
88        0.2757        0.7243        393        2636        1971
89        0.2793        0.7207        391        2598        2011
90        0.2725        0.7275        350        2625        2025
91        0.2592        0.7408        319        2727        1954
92        0.2557        0.7443        309        2752        1939
93        0.2485        0.7515        318        2833        1849
94        0.2548        0.7452        332        2784        1884
95        0.255        0.745        333        2783        1884
96        0.2644        0.7356        357        2713        1930
97        0.2648        0.7352        352        2704        1944
98        0.2786        0.7214        394        2608        1998
99        0.2794        0.7206        402        2608        1990
100        0.2684        0.7316        354        2670        1976
101        0.271        0.729        361        2651        1988
102        0.2653        0.7347        340        2687        1973
103        0.2649        0.7351        343        2694        1963
104        0.2664        0.7336        334        2670        1996
105        0.2647        0.7353        355        2708        1937
106        0.269        0.731        381        2691        1928
107        0.2666        0.7334        367        2701        1932
108        0.2523        0.7477        332        2809        1859
109        0.2645        0.7355        331        2686        1983
110        0.2581        0.7419        327        2746        1927
111        0.2572        0.7428        345        2773        1882
112        0.2576        0.7424        325        2749        1926
113        0.2563        0.7437        327        2764        1909
114        0.2535        0.7465        323        2788        1889
115        0.25        0.75        318        2818        1864
116        0.2419        0.7581        287        2868        1845
117        0.2387        0.7613        292        2905        1803
118        0.2527        0.7473        328        2801        1871
119        0.2522        0.7478        321        2799        1880
120        0.2606        0.7394        350        2744        1906
121        0.2559        0.7441        322        2763        1915
122        0.2535        0.7465        309        2774        1917
123        0.2487        0.7513        288        2801        1911
124        0.247        0.753        294        2824        1882
125        0.2479        0.7521        298        2819        1883
126        0.2368        0.7632        284        2916        1800
127        0.2375        0.7625        286        2911        1803
128        0.2387        0.7613        291        2904        1805
129        0.2276        0.7724        241        2965        1794
130        0.2204        0.7796        251        3047        1702
131        0.2233        0.7767        249        3016        1735
132        0.2312        0.7688        263        2951        1786
133        0.2256        0.7744        233        2977        1790
134        0.2363        0.7637        265        2902        1833
135        0.2436        0.7564        309        2873        1818
136        0.2337        0.7663        272        2935        1793
137        0.245        0.755        319        2869        1812
138        0.2475        0.7525        310        2835        1855
139        0.2522        0.7478        308        2786        1906
140        0.2496        0.7504        321        2825        1854
141        0.241        0.759        283        2873        1844
142        0.2364        0.7636        284        2920        1796
143        0.2319        0.7681        283        2964        1753
144        0.2403        0.7597        308        2905        1787
145        0.2456        0.7544        281        2825        1894
146        0.2427        0.7573        292        2865        1843
147        0.257        0.743        319        2749        1932
148        0.2704        0.7296        381        2677        1942
149        0.2644        0.7356        338        2694        1968
150        0.264        0.736        346        2706        1948
151        0.2715        0.7285        371        2656        1973
152        0.2649        0.7351        350        2701        1949
153        0.2547        0.7453        309        2762        1929
154        0.2555        0.7445        309        2754        1937
155        0.2627        0.7373        356        2729        1915
156        0.2534        0.7466        290        2756        1954
157        0.2354        0.7646        278        2924        1798
158        0.2346        0.7654        273        2927        1800
159        0.2347        0.7653        284        2937        1779
160        0.2344        0.7656        280        2936        1784
161        0.232        0.768        260        2940        1800
162        0.2199        0.7801        251        3052        1697
163        0.2355        0.7645        268        2913        1819
164        0.2322        0.7678        274        2952        1774
165        0.2419        0.7581        298        2879        1823
166        0.2306        0.7694        243        2937        1820
167        0.2325        0.7675        280        2955        1765
168        0.2277        0.7723        263        2986        1751
169        0.2422        0.7578        281        2859        1860
170        0.2359        0.7641        280        2921        1799
171        0.2324        0.7676        267        2943        1790
172        0.231        0.769        253        2943        1804
173        0.2252        0.7748        235        2983        1782
174        0.2303        0.7697        274        2971        1755
175        0.2303        0.7697        275        2972        1753
176        0.2317        0.7683        279        2962        1759
177        0.2309        0.7691        273        2964        1763
178        0.2362        0.7638        287        2925        1788
179        0.2398        0.7602        309        2911        1780
180        0.2474        0.7526        291        2817        1892
181        0.2356        0.7644        261        2905        1834
182        0.2396        0.7604        274        2878        1848
183        0.2403        0.7597        272        2869        1859
184        0.24        0.76        296        2896        1808
185        0.2418        0.7582        296        2878        1826
186        0.2508        0.7492        340        2832        1828
187        0.2432        0.7568        293        2861        1846
188        0.2512        0.7488        295        2783        1922
189        0.2475        0.7525        302        2827        1871
190        0.2367        0.7633        266        2899        1835
191        0.2346        0.7654        258        2912        1830
192        0.2291        0.7709        271        2980        1749
193        0.2403        0.7597        307        2904        1789
194        0.2366        0.7634        275        2909        1816
195        0.2467        0.7533        333        2866        1801
196        0.2512        0.7488        309        2797        1894
197        0.2642        0.7358        361        2719        1920
198        0.2648        0.7352        369        2721        1910
199        0.275        0.725        366        2616        2018
200        0.2729        0.7271        375        2646        1979
201        0.2885        0.7115        431        2546        2023
202        0.2917        0.7083        419        2502        2079
203        0.2785        0.7215        381        2596        2023
204        0.2861        0.7139        393        2532        2075
205        0.2953        0.7047        420        2467        2113
206        0.2946        0.7054        428        2482        2090
207        0.3004        0.6996        446        2442        2112
208        0.3121        0.6879        475        2354        2171
209        0.3018        0.6982        454        2436        2110
210        0.3171        0.6829        505        2334        2161
211        0.3229        0.6771        533        2304        2163
212        0.3301        0.6699        541        2240        2219
213        0.3336        0.6664        565        2229        2206
214        0.3257        0.6743        526        2269        2205
215        0.3124        0.6876        454        2330        2216
216        0.3241        0.6759        519        2278        2203
217        0.3174        0.6826        485        2311        2204
218        0.3174        0.6826        534        2360        2106
219        0.3258        0.6742        553        2295        2152
220        0.3271        0.6729        522        2251        2227
221        0.3231        0.6769        530        2299        2171
222        0.3218        0.6782        525        2307        2168
223        0.3222        0.6778        518        2296        2186
224        0.3042        0.6958        478        2436        2086
225        0.2966        0.7034        428        2462        2110
226        0.2965        0.7035        469        2504        2027
227        0.3162        0.6838        485        2323        2192
228        0.3295        0.6705        555        2260        2185
229        0.3264        0.6736        509        2245        2246
230        0.3289        0.6711        543        2254        2203
231        0.3299        0.6701        520        2221        2259
232        0.3337        0.6663        554        2217        2229
233        0.3282        0.6718        538        2256        2206
234        0.3256        0.6744        538        2282        2180
235        0.3278        0.6722        541        2263        2196
236        0.3367        0.6633        582        2215        2203
237        0.3478        0.6522        608        2130        2262
238        0.3559        0.6441        605        2046        2349
239        0.3633        0.6367        675        2042        2283
240        0.375        0.625        682        1932        2386
241        0.3781        0.6219        722        1941        2337
242        0.3869        0.6131        746        1877        2377
243        0.3961        0.6039        793        1832        2375
244        0.3884        0.6116        738        1854        2408
245        0.3709        0.6291        679        1970        2351
246        0.3668        0.6332        701        2033        2266
247        0.3835        0.6165        727        1892        2381
248        0.3825        0.6175        736        1911        2353
249        0.3732        0.6268        683        1951        2366
250        0.3785        0.6215        733        1948        2319
251        0.3744        0.6256        718        1974        2308
252        0.3817        0.6183        739        1922        2339
253        0.3613        0.6387        653        2040        2307
254        0.363        0.637        642        2012        2346
255        0.3544        0.6456        615        2071        2314
256        0.3445        0.6555        614        2169        2217
257        0.3427        0.6573        591        2164        2245
258        0.3285        0.6715        550        2265        2185
259        0.3325        0.6675        548        2223        2229
260        0.3082        0.6918        484        2402        2114
261        0.3064        0.6936        490        2426        2084
262        0.3134        0.6866        484        2350        2166
263        0.3159        0.6841        465        2306        2229
264        0.3071        0.6929        453        2382        2165
265        0.3108        0.6892        485        2377        2138
266        0.3213        0.6787        521        2308        2171
267        0.3303        0.6697        519        2216        2265
268        0.3299        0.6701        568        2269        2163
269        0.3245        0.6755        523        2278        2199
270        0.3179        0.6821        485        2306        2209
271        0.3218        0.6782        514        2296        2190
272        0.327        0.673        509        2239        2252
273        0.3306        0.6694        575        2269        2156
274        0.3247        0.6753        524        2277        2199
275        0.3188        0.6812        478        2290        2232
276        0.3137        0.6863        515        2378        2107
277        0.3158        0.6842        481        2323        2196
278        0.3327        0.6673        558        2231        2211
279        0.3244        0.6756        526        2282        2192
280        0.314        0.686        500        2360        2140
281        0.3008        0.6992        443        2435        2122
282        0.3015        0.6985        456        2441        2103
283        0.3073        0.6927        493        2420        2087
284        0.3052        0.6948        484        2432        2084
285        0.3105        0.6895        476        2371        2153
286        0.2895        0.7105        427        2532        2041
287        0.2903        0.7097        419        2516        2065
288        0.2804        0.7196        380        2576        2044
289        0.2759        0.7241        379        2620        2001
290        0.2644        0.7356        338        2694        1968
291        0.2634        0.7366        336        2702        1962
292        0.2802        0.7198        392        2590        2018
293        0.2791        0.7209        393        2602        2005
294        0.2873        0.7127        405        2532        2063
295        0.2956        0.7044        438        2482        2080
296        0.3057        0.6943        465        2408        2127
297        0.3146        0.6854        489        2343        2168
298        0.3151        0.6849        500        2349        2151
299        0.3063        0.6937        471        2408        2121
300        0.3096        0.6904        461        2365        2174
301        0.308        0.692        479        2399        2122
302        0.3084        0.6916        463        2379        2158
303        0.3036        0.6964        454        2418        2128
304        0.292        0.708        433        2513        2054
305        0.2869        0.7131        399        2530        2071
306        0.2807        0.7193        408        2601        1991
307        0.2736        0.7264        385        2649        1966
308        0.2627        0.7373        339        2712        1949
309        0.2568        0.7432        315        2747        1938
310        0.2487        0.7513        296        2809        1895
311        0.2529        0.7471        327        2798        1875
312        0.2536        0.7464        301        2765        1934
313        0.263        0.737        361        2731        1908
314        0.2632        0.7368        380        2748        1872
315        0.266        0.734        332        2672        1996
316        0.2795        0.7205        373        2578        2049
317        0.2851        0.7149        406        2555        2039
318        0.3014        0.6986        455        2441        2104
319        0.2983        0.7017        432        2449        2119
320        0.2887        0.7113        425        2538        2037
321        0.2975        0.7025        441        2466        2093
322        0.3051        0.6949        475        2424        2101
323        0.3029        0.6971        491        2462        2047
324        0.3053        0.6947        473        2420        2107
325        0.3089        0.6911        483        2394        2123
326        0.2914        0.7086        423        2509        2068
327        0.2984        0.7016        443        2459        2098
328        0.2986        0.7014        464        2478        2058
329        0.3012        0.6988        449        2437        2114
330        0.3202        0.6798        505        2303        2192
331        0.3192        0.6808        485        2293        2222
332        0.3225        0.6775        505        2280        2215
333        0.304        0.696        439        2399        2162
334        0.306        0.694        472        2412        2116
335        0.3135        0.6865        471        2336        2193
336        0.2997        0.7003        454        2457        2089
337        0.2987        0.7013        465        2478        2057
338        0.3078        0.6922        501        2423        2076
339        0.2989        0.7011        450        2461        2089
340        0.3154        0.6846        501        2347        2152
341        0.3202        0.6798        495        2293        2212
342        0.3238        0.6762        531        2293        2176
343        0.3222        0.6778        501        2279        2220
344        0.3185        0.6815        505        2320        2175
345        0.318        0.682        513        2333        2154
346        0.3295        0.6705        522        2227        2251
347        0.34        0.66        583        2183        2234
348        0.3218        0.6782        516        2298        2186
349        0.3256        0.6744        517        2261        2222
350        0.3319        0.6681        535        2216        2249
351        0.3148        0.6852        505        2357        2138
352        0.3161        0.6839        499        2338        2163
353        0.3209        0.6791        516        2307        2177
354        0.307        0.693        481        2411        2108
355        0.324        0.676        531        2291        2178
356        0.3168        0.6832        491        2323        2186
357        0.3091        0.6909        453        2362        2185
358        0.3157        0.6843        493        2336        2171
359        0.3051        0.6949        505        2454        2041
360        0.29        0.71        431        2531        2038
361        0.2923        0.7077        417        2494        2089
362        0.3058        0.6942        448        2390        2162
363        0.3087        0.6913        471        2384        2145
364        0.2939        0.7061        417        2478        2105
365        0.2916        0.7084        416        2500        2084
366        0.2834        0.7166        428        2594        1978
367        0.2763        0.7237        394        2631        1975
368        0.292        0.708        428        2508        2064
369        0.2846        0.7154        386        2540        2074
370        0.2752        0.7248        372        2620        2008
371        0.2638        0.7362        355        2717        1928
372        0.2658        0.7342        342        2684        1974
373        0.2605        0.7395        328        2723        1949
374        0.2644        0.7356        367        2723        1910
375        0.2788        0.7212        381        2593        2026
376        0.2727        0.7273        360        2633        2007
377        0.2525        0.7475        314        2789        1897
378        0.2513        0.7487        327        2814        1859
379        0.2447        0.7553        311        2864        1825
380        0.2602        0.7398        331        2729        1940
381        0.2715        0.7285        363        2648        1989
382        0.2525        0.7475        322        2797        1881
383        0.2554        0.7446        322        2768        1910
384        0.2474        0.7526        307        2833        1860
385        0.2476        0.7524        306        2830        1864
386        0.2571        0.7429        323        2752        1925
387        0.234        0.766        270        2930        1800
388        0.2235        0.7765        254        3019        1727
389        0.2285        0.7715        268        2983        1749
390        0.2224        0.7776        250        3026        1724
391        0.2321        0.7679        292        2971        1737
392        0.2309        0.7691        279        2970        1751
393        0.2292        0.7708        257        2965        1778
394        0.251        0.749        304        2794        1902
395        0.2439        0.7561        301        2862        1837
396        0.2342        0.7658        258        2916        1826
397        0.2301        0.7699        267        2966        1767
398        0.2241        0.7759        237        2996        1767
399        0.2242        0.7758        256        3014        1730
400        0.2137        0.7863        222        3085        1693
401        0.2112        0.7888        228        3116        1656
402        0.2085        0.7915        229        3144        1627
403        0.1966        0.8034        201        3235        1564
404        0.194        0.806        202        3262        1536
405        0.1843        0.8157        191        3348        1461
406        0.1809        0.8191        169        3360        1471
407        0.1877        0.8123        184        3307        1509
408        0.1909        0.8091        196        3287        1517
409        0.1931        0.8069        186        3255        1559
410        0.1985        0.8015        220        3235        1545
411        0.2093        0.7907        220        3127        1653
412        0.2097        0.7903        212        3115        1673
413        0.2099        0.7901        222        3123        1655
414        0.2221        0.7779        265        3044        1691
415        0.2326        0.7674        264        2938        1798
416        0.2272        0.7728        265        2993        1742
417        0.2296        0.7704        276        2980        1744
418        0.2234        0.7766        233        2999        1768
419        0.2263        0.7737        248        2985        1767
420        0.2474        0.7526        295        2821        1884
421        0.2557        0.7443        339        2782        1879
422        0.2414        0.7586        284        2870        1846
423        0.2345        0.7655        261        2916        1823
424        0.235        0.765        269        2919        1812
425        0.2399        0.7601        271        2872        1857
426        0.2545        0.7455        346        2801        1853
427        0.2546        0.7454        294        2748        1958
428        0.2529        0.7471        313        2784        1903
429        0.2579        0.7421        342        2763        1895
430        0.2582        0.7418        311        2729        1960
431        0.2547        0.7453        338        2791        1871
432        0.2596        0.7404        341        2745        1914
433        0.2669        0.7331        345        2676        1979
434        0.2678        0.7322        358        2680        1962
435        0.2574        0.7426        320        2746        1934
436        0.259        0.741        318        2728        1954
437        0.2589        0.7411        349        2760        1891
438        0.2595        0.7405        318        2723        1959
439        0.265        0.735        362        2712        1926
440        0.2692        0.7308        352        2660        1988
441        0.2742        0.7258        365        2623        2012
442        0.2878        0.7122        417        2539        2044
443        0.2814        0.7186        412        2598        1990
444        0.2868        0.7132        390        2522        2088
445        0.2894        0.7106        402        2508        2090
446        0.2833        0.7167        394        2561        2045
447        0.2923        0.7077        407        2484        2109
448        0.2857        0.7143        432        2575        1993
449        0.2848        0.7152        382        2534        2084
450        0.2834        0.7166        394        2560        2046
451        0.2736        0.7264        376        2640        1984
452        0.2728        0.7272        369        2641        1990
453        0.2545        0.7455        308        2763        1929
454        0.2621        0.7379        346        2725        1929
455        0.2818        0.7182        410        2592        1998
456        0.2878        0.7122        439        2561        2000
457        0.2791        0.7209        369        2578        2053
458        0.2657        0.7343        374        2717        1909
459        0.2672        0.7328        362        2690        1948
460        0.2718        0.7282        399        2681        1920
461        0.2628        0.7372        375        2747        1878
462        0.2587        0.7413        336        2749        1915
463        0.271        0.729        394        2684        1922
464        0.2683        0.7317        357        2674        1969
465        0.2678        0.7322        358        2680        1962
466        0.2945        0.7055        433        2488        2079
467        0.3205        0.6795        529        2324        2147
468        0.3296        0.6704        551        2255        2194
469        0.3236        0.6764        522        2286        2192
470        0.3312        0.6688        550        2238        2212
471        0.3262        0.6738        526        2264        2210
472        0.3276        0.6724        510        2234        2256
473        0.3325        0.6675        555        2230        2215
474        0.3275        0.6725        548        2273        2179
475        0.3202        0.6798        504        2302        2194
476        0.3165        0.6835        499        2334        2167
477        0.3202        0.6798        526        2324        2150
478        0.3171        0.6829        513        2342        2145
479        0.3191        0.6809        539        2348        2113
480        0.3242        0.6758        525        2283        2192
481        0.3316        0.6684        541        2225        2234
482        0.321        0.679        523        2313        2164
483        0.3224        0.6776        499        2275        2226
484        0.3101        0.6899        501        2400        2099
485        0.3101        0.6899        500        2399        2101
486        0.3238        0.6762        524        2286        2190
487        0.3339        0.6661        563        2224        2213
488        0.3349        0.6651        567        2218        2215
489        0.3397        0.6603        560        2163        2277
490        0.3386        0.6614        587        2201        2212
491        0.3276        0.6724        519        2243        2238
492        0.3405        0.6595        542        2137        2321
493        0.3294        0.6706        537        2243        2220
494        0.3384        0.6616        595        2211        2194
495        0.3424        0.6576        610        2186        2204
496        0.3508        0.6492        624        2116        2260
497        0.357        0.643        637        2067        2296
498        0.3574        0.6426        610        2036        2354
499        0.3706        0.6294        710        2004        2286
500        0.3804        0.6196        710        1906        2384
501        0.3981        0.6019        808        1827        2365
502        0.4136        0.5864        836        1700        2464
503        0.4252        0.5748        919        1667        2414
504        0.4135        0.5865        881        1746        2373
505        0.4098        0.5902        860        1762        2378
506        0.4178        0.5822        854        1676        2470
507        0.4237        0.5763        888        1651        2461
508        0.4176        0.5824        834        1658        2508
509        0.4209        0.5791        884        1675        2441
510        0.4417        0.5583        980        1563        2457
511        0.4484        0.5516        974        1490        2536
512        0.4493        0.5507        1012        1519        2469
513        0.4508        0.5492        1004        1496        2500
514        0.4496        0.5504        997        1501        2502
515        0.4543        0.5457        1001        1458        2541
516        0.4538        0.5462        1038        1500        2462
517        0.4532        0.5468        1032        1500        2468
518        0.453        0.547        1021        1491        2488
519        0.4573        0.5427        1058        1485        2457
520        0.4448        0.5552        983        1535        2482
521        0.4456        0.5544        1012        1556        2432
522        0.4532        0.5468        1019        1487        2494
523        0.4619        0.5381        1052        1433        2515
524        0.4544        0.5456        1022        1478        2500
525        0.47        0.53        1093        1393        2514
526        0.4589        0.5411        1036        1447        2517
527        0.4734        0.5266        1113        1379        2508
528        0.4672        0.5328        1082        1410        2508
529        0.4676        0.5324        1083        1407        2510
530        0.4775        0.5225        1114        1339        2547
531        0.4831        0.5169        1161        1330        2509
532        0.4826        0.5174        1162        1336        2502
533        0.4717        0.5283        1096        1379        2525
534        0.4621        0.5379        1081        1460        2459
535        0.4619        0.5381        1068        1449        2483
536        0.4467        0.5533        1012        1545        2443
537        0.4589        0.5411        1037        1448        2515
538        0.4451        0.5549        968        1517        2515
539        0.4477        0.5523        994        1517        2489
540        0.4467        0.5533        1014        1547        2439
541        0.449        0.551        1002        1512        2486
542        0.4564        0.5436        1028        1464        2508
543        0.4556        0.5444        1031        1475        2494
544        0.4534        0.5466        1050        1516        2434
545        0.4556        0.5444        1057        1501        2442
546        0.4519        0.5481        1000        1481        2519
547        0.4458        0.5542        1015        1557        2428
548        0.4545        0.5455        1007        1462        2531
549        0.4548        0.5452        1018        1470        2512
550        0.4556        0.5444        1038        1482        2480
551        0.4484        0.5516        1014        1530        2456
552        0.4521        0.5479        1031        1510        2459
553        0.4474        0.5526        991        1517        2492
554        0.4423        0.5577        973        1550        2477
555        0.4373        0.5627        981        1608        2411
556        0.4429        0.5571        993        1564        2443
557        0.4494        0.5506        1004        1510        2486
558        0.4662        0.5338        1087        1425        2488
559        0.4681        0.5319        1051        1370        2579
560        0.468        0.532        1091        1411        2498
561        0.4707        0.5293        1070        1363        2567
562        0.4749        0.5251        1116        1367        2517
563        0.462        0.538        1043        1423        2534
564        0.4405        0.5595        990        1585        2425
565        0.4544        0.5456        1024        1480        2496
566        0.4566        0.5434        1041        1475        2484
567        0.4603        0.5397        1062        1459        2479
568        0.4716        0.5284        1147        1431        2422
569        0.4707        0.5293        1129        1422        2449
570        0.4746        0.5254        1131        1385        2484
571        0.4912        0.5088        1229        1317        2454
572        0.4887        0.5113        1196        1309        2495
573        0.4954        0.5046        1228        1274        2498
574        0.505        0.495        1303        1253        2444
575        0.5148        0.4852        1314        1166        2520
576        0.5247        0.4753        1377        1130        2493
577        0.5124        0.4876        1335        1211        2454
578        0.5054        0.4946        1255        1201        2544
579        0.4948        0.5052        1239        1291        2470
580        0.5043        0.4957        1270        1227        2503
581        0.5201        0.4799        1350        1149        2501
582        0.5247        0.4753        1375        1128        2497
583        0.5171        0.4829        1340        1169        2491
584        0.5249        0.4751        1373        1124        2503
585        0.5167        0.4833        1355        1188        2457
586        0.531        0.469        1427        1117        2456
587        0.5338        0.4662        1449        1111        2440
588        0.5359        0.4641        1438        1079        2483
589        0.5365        0.4635        1473        1108        2419
590        0.5424        0.4576        1469        1045        2486
591        0.5574        0.4426        1521        947        2532
592        0.5692        0.4308        1612        920        2468
593        0.5685        0.4315        1578        893        2529
594        0.5668        0.4332        1609        941        2450
595        0.565        0.435        1606        956        2438
596        0.563        0.437        1588        958        2454
597        0.5546        0.4454        1500        954        2546
598        0.558        0.442        1561        981        2458
599        0.543        0.457        1473        1043        2484
600        0.5409        0.4591        1458        1049        2493
601        0.5355        0.4645        1435        1080        2485
602        0.5244        0.4756        1364        1120        2516
603        0.5232        0.4768        1352        1120        2528
604        0.5135        0.4865        1322        1187        2491
605        0.5106        0.4894        1284        1178        2538
606        0.5136        0.4864        1297        1161        2542
607        0.5021        0.4979        1254        1233        2513
608        0.5124        0.4876        1283        1159        2558
609        0.5108        0.4892        1311        1203        2486
610        0.5195        0.4805        1356        1161        2483
611        0.5306        0.4694        1398        1092        2510
612        0.5235        0.4765        1371        1136        2493
613        0.526        0.474        1394        1134        2472
614        0.5154        0.4846        1310        1156        2534
615        0.5154        0.4846        1345        1191        2464
616        0.5185        0.4815        1307        1122        2571
617        0.5173        0.4827        1347        1174        2479
618        0.5307        0.4693        1406        1099        2495
619        0.5319        0.4681        1409        1090        2501
620        0.5349        0.4651        1434        1085        2481
621        0.5363        0.4637        1428        1065        2507
622        0.5299        0.4701        1413        1114        2473
623        0.5245        0.4755        1399        1154        2447
624        0.5057        0.4943        1299        1242        2459
625        0.5087        0.4913        1273        1186        2541
626        0.5106        0.4894        1304        1198        2498
627        0.5071        0.4929        1277        1206        2517
628        0.5072        0.4928        1256        1184        2560
629        0.4955        0.5045        1227        1272        2501
630        0.493        0.507        1234        1304        2462
631        0.4896        0.5104        1203        1307        2490
632        0.4985        0.5015        1257        1272        2471
633        0.4982        0.5018        1237        1255        2508
634        0.5074        0.4926        1280        1206        2514
635        0.4946        0.5054        1230        1284        2486
636        0.4951        0.5049        1243        1292        2465
637        0.4958        0.5042        1234        1276        2490
638        0.4889        0.5111        1195        1306        2499
639        0.4865        0.5135        1171        1306        2523
640        0.4647        0.5353        1112        1465        2423
641        0.4692        0.5308        1113        1421        2466
642        0.4692        0.5308        1070        1378        2552
643        0.4704        0.5296        1123        1419        2458
644        0.4589        0.5411        1058        1469        2473
645        0.4415        0.5585        960        1545        2495
646        0.4275        0.5725        921        1646        2433
647        0.4369        0.5631        921        1552        2527
648        0.4292        0.5708        942        1650        2408
649        0.4098        0.5902        853        1755        2392
650        0.4107        0.5893        853        1746        2401
651        0.4046        0.5954        785        1739        2476
652        0.4246        0.5754        907        1661        2432
653        0.4285        0.5715        916        1631        2453
654        0.433        0.567        935        1605        2460
655        0.4284        0.5716        920        1636        2444
656        0.4307        0.5693        951        1644        2405
657        0.423        0.577        898        1668        2434
658        0.4077        0.5923        846        1769        2385
659        0.4168        0.5832        869        1701        2430
660        0.4166        0.5834        859        1693        2448
661        0.4014        0.5986        807        1793        2400
662        0.3914        0.6086        757        1843        2400
663        0.3918        0.6082        781        1863        2356
664        0.3855        0.6145        717        1862        2421
665        0.3654        0.6346        665        2011        2324
666        0.354        0.646        615        2075        2310
667        0.3467        0.6533        610        2143        2247
668        0.3491        0.6509        588        2097        2315
669        0.3499        0.6501        598        2099        2303
670        0.347        0.653        576        2106        2318
671        0.3513        0.6487        628        2115        2257
672        0.353        0.647        600        2070        2330
673        0.3363        0.6637        572        2209        2219
674        0.3372        0.6628        543        2171        2286
675        0.3301        0.6699        549        2248        2203
676        0.3465        0.6535        646        2181        2173
677        0.3403        0.6597        549        2146        2305
678        0.3357        0.6643        554        2197        2249
679        0.3467        0.6533        616        2149        2235
680        0.3432        0.6568        597        2165        2238
681        0.3487        0.6513        605        2118        2277
682        0.3507        0.6493        596        2089        2315
683        0.3385        0.6615        559        2174        2267
684        0.3299        0.6701        543        2244        2213
685        0.346        0.654        608        2148        2244
686        0.3417        0.6583        572        2155        2273
687        0.3374        0.6626        560        2186        2254
688        0.3418        0.6582        584        2166        2250
689        0.3348        0.6652        575        2227        2198
690        0.3384        0.6616        599        2215        2186
691        0.3299        0.6701        541        2242        2217
692        0.3245        0.6755        529        2284        2187
693        0.3213        0.6787        511        2298        2191
694        0.3161        0.6839        481        2320        2199
695        0.3078        0.6922        496        2418        2086
696        0.3034        0.6966        472        2438        2090
697        0.2995        0.7005        446        2451        2103
